mall_id,shop_id,product_name,brand,model,category,price,original_price,is_on_special,special_description,in_stock,trust_state,verification_method,valid_to,source_note
f4a2c1b3-8d7e-4f6a-9b0c-1d2e3f4a5b6c,a1b2c3d4-0003-4000-8000-100000000003,Woolworths Free Range Large Eggs 6s,Woolworths,,Food,39.99,39.99,false,,true,manual_fact_entry,csv_manual,2026-07-31T21:59:59+00:00,BATCH2 PLACEHOLDER - DO NOT APPLY until evidence captured | intended source: Retailer Website Public Page Evidence | evidence: [woolworths.co.za URL] [screenshot/snapshot] [date checked]
f4a2c1b3-8d7e-4f6a-9b0c-1d2e3f4a5b6c,a1b2c3d4-0003-4000-8000-100000000003,Woolworths Soft White Bread 700g,Woolworths,,Food,23.99,23.99,false,,true,manual_fact_entry,csv_manual,2026-07-31T21:59:59+00:00,BATCH2 PLACEHOLDER - DO NOT APPLY until evidence captured | intended source: Retailer Website Public Page Evidence | evidence: [woolworths.co.za URL] [screenshot/snapshot] [date checked]
f4a2c1b3-8d7e-4f6a-9b0c-1d2e3f4a5b6c,a1b2c3d4-0003-4000-8000-100000000003,Woolworths Chicken Breast Fillets 600g,Woolworths,,Food,94.99,94.99,false,,true,manual_fact_entry,csv_manual,2026-07-31T21:59:59+00:00,BATCH2 PLACEHOLDER - DO NOT APPLY until evidence captured | intended source: Retailer Website Public Page Evidence | evidence: [woolworths.co.za URL] [screenshot/snapshot] [date checked] | online price needs in-store confirmation note
f4a2c1b3-8d7e-4f6a-9b0c-1d2e3f4a5b6c,a1b2c3d4-0003-4000-8000-100000000003,Woolworths Still Water 1.5L,Woolworths,,Food,16.99,16.99,false,,true,manual_fact_entry,csv_manual,2026-07-31T21:59:59+00:00,BATCH2 PLACEHOLDER - DO NOT APPLY until evidence captured | intended source: Retailer Website Public Page Evidence | evidence: [woolworths.co.za URL] [screenshot/snapshot] [date checked]
f4a2c1b3-8d7e-4f6a-9b0c-1d2e3f4a5b6c,a1b2c3d4-0004-4000-8000-100000000004,Panado Tablets 24s,Panado,,Health & Beauty,32.99,32.99,false,,true,manual_fact_entry,csv_manual,2026-07-31T21:59:59+00:00,BATCH2 PLACEHOLDER - DO NOT APPLY until evidence captured | intended source: MallMind Phone Verification - Mall@Reds | evidence: [who called] [number] [date] [confirmed price+stock]
f4a2c1b3-8d7e-4f6a-9b0c-1d2e3f4a5b6c,a1b2c3d4-0004-4000-8000-100000000004,Colgate Total Toothpaste 100ml,Colgate,,Health & Beauty,39.99,39.99,false,,true,manual_fact_entry,csv_manual,2026-07-31T21:59:59+00:00,BATCH2 PLACEHOLDER - DO NOT APPLY until evidence captured | intended source: MallMind Phone Verification - Mall@Reds | evidence: [who called] [number] [date] [confirmed price+stock]
f4a2c1b3-8d7e-4f6a-9b0c-1d2e3f4a5b6c,a1b2c3d4-0004-4000-8000-100000000004,Dove Original Roll-On 50ml,Dove,,Health & Beauty,29.99,29.99,false,,true,manual_fact_entry,csv_manual,2026-07-31T21:59:59+00:00,BATCH2 PLACEHOLDER - DO NOT APPLY until evidence captured | intended source: MallMind Phone Verification - Mall@Reds | evidence: [who called] [number] [date] [confirmed price+stock]
f4a2c1b3-8d7e-4f6a-9b0c-1d2e3f4a5b6c,a1b2c3d4-0004-4000-8000-100000000004,Clicks Vitamin C 500mg 100s,Clicks,,Health & Beauty,89.99,89.99,false,,true,manual_fact_entry,csv_manual,2026-07-31T21:59:59+00:00,BATCH2 PLACEHOLDER - DO NOT APPLY until evidence captured | intended source: MallMind Phone Verification - Mall@Reds | evidence: [who called] [number] [date] [confirmed price+stock]
f4a2c1b3-8d7e-4f6a-9b0c-1d2e3f4a5b6c,a1b2c3d4-0004-4000-8000-100000000004,Johnson's Baby Wipes 80s,Johnson's,,Health & Beauty,34.99,34.99,false,,true,manual_fact_entry,csv_manual,2026-07-31T21:59:59+00:00,BATCH2 PLACEHOLDER - DO NOT APPLY until evidence captured | intended source: MallMind Phone Verification - Mall@Reds | evidence: [who called] [number] [date] [confirmed price+stock]
f4a2c1b3-8d7e-4f6a-9b0c-1d2e3f4a5b6c,a1b2c3d4-0005-4000-8000-100000000005,Men's Crew Neck T-Shirt,PEP,,Clothing,49.99,49.99,false,,true,manual_fact_entry,csv_manual,2026-07-31T21:59:59+00:00,BATCH2 PLACEHOLDER - DO NOT APPLY until evidence captured | intended source: MallMind Store Visit Evidence | evidence: [shelf photo filename] [date] [store visit by]
f4a2c1b3-8d7e-4f6a-9b0c-1d2e3f4a5b6c,a1b2c3d4-0005-4000-8000-100000000005,Ladies' Basic Leggings,PEP,,Clothing,79.99,79.99,false,,true,manual_fact_entry,csv_manual,2026-07-31T21:59:59+00:00,BATCH2 PLACEHOLDER - DO NOT APPLY until evidence captured | intended source: MallMind Store Visit Evidence | evidence: [shelf photo filename] [date] [store visit by]
f4a2c1b3-8d7e-4f6a-9b0c-1d2e3f4a5b6c,a1b2c3d4-0005-4000-8000-100000000005,Kids' School Socks 3-Pack,PEP,,Clothing,39.99,39.99,false,,true,manual_fact_entry,csv_manual,2026-07-31T21:59:59+00:00,BATCH2 PLACEHOLDER - DO NOT APPLY until evidence captured | intended source: MallMind Store Visit Evidence | evidence: [shelf photo filename] [date] [store visit by]
f4a2c1b3-8d7e-4f6a-9b0c-1d2e3f4a5b6c,a1b2c3d4-0005-4000-8000-100000000005,Men's Canvas Sneakers,PEP,,Clothing,159.99,159.99,false,,true,manual_fact_entry,csv_manual,2026-07-31T21:59:59+00:00,BATCH2 PLACEHOLDER - DO NOT APPLY until evidence captured | intended source: MallMind Store Visit Evidence | evidence: [shelf photo filename] [date] [store visit by]
f4a2c1b3-8d7e-4f6a-9b0c-1d2e3f4a5b6c,a1b2c3d4-0005-4000-8000-100000000005,Bath Towel 70x130cm,PEP,,Home,99.99,99.99,false,,true,manual_fact_entry,csv_manual,2026-07-31T21:59:59+00:00,BATCH2 PLACEHOLDER - DO NOT APPLY until evidence captured | intended source: MallMind Store Visit Evidence | evidence: [shelf photo filename] [date] [store visit by]
